0 0.0 3.2544 -0.0453
1 0.2 3.2544 -0.0453
2 0.4 3.2544 -0.0453
3 0.6000000000000001 3.2544 -0.0453
4 0.8 3.2544 -0.0453
5 1.0 3.2544 -0.0453
6 1.2000000000000002 3.2544 -0.0453
7 1.4000000000000001 3.2544 -0.0453
8 1.6 3.2544 -0.0453
9 1.8 3.2544 -0.0453
10 2.0 3.2544 -0.0453
11 2.2 3.2544 -0.0453
12 2.4000000000000004 3.2544 -0.0453
13 2.6 3.2544 -0.0453
14 2.8000000000000003 3.2544 -0.0453
15 3.0 3.2544 -0.0453
16 3.2 3.2544 -0.0453
17 3.4000000000000004 3.2544 -0.0453
18 3.6 3.2544 -0.0453
19 3.8000000000000003 3.2544 -0.0453
20 4.0 3.2544 -0.0453
21 4.2 3.2544 -0.0453
22 4.4 3.2544 -0.0453
23 4.6000000000000005 3.2544 -0.0453
24 4.800000000000001 3.2544 0.0
25 5.0 3.2544 -0.0453
26 5.2 3.2544 -0.0453
27 5.4 3.2544 -0.0453
28 5.6000000000000005 3.2544 -0.0453
29 5.800000000000001 3.2544 -0.0453
30 6.0 3.2544 -0.0453
31 6.2 3.2544 -0.0453
32 6.4 3.2544 -0.0453
33 6.6000000000000005 3.2544 -0.0453
34 6.800000000000001 3.2544 -0.0453
35 7.0 3.2544 -0.0453
36 7.2 3.2544 -0.0453
37 7.4 3.2544 -0.0453
38 7.6000000000000005 3.2544 -0.0453
39 7.800000000000001 3.2544 -0.0453
40 8.0 3.2544 -0.0453
41 8.200000000000001 3.2544 -0.0453
42 8.4 3.2544 -0.0453
43 8.6 3.2544 -0.0453
44 8.8 3.2091999999999996 -0.0453
45 9.0 3.2544 -0.0453
46 9.200000000000001 3.2091999999999996 -0.0453
47 9.4 3.2544 -0.0453
48 9.600000000000001 3.2544 -0.0453
49 9.8 3.2544 -0.0453
50 10.0 3.2544 -0.0453
51 10.200000000000001 3.2544 -0.0453
52 10.4 3.2544 -0.0453
53 10.600000000000001 3.2544 -0.0453
54 10.8 3.2544 -0.0453
55 11.0 3.2544 0.0
56 11.200000000000001 3.2544 -0.0453
57 11.4 3.2544 -0.0453
58 11.600000000000001 3.2544 -0.0453
59 11.8 3.2544 -0.0453
60 12.0 3.2544 -0.0453
61 12.200000000000001 3.2091999999999996 -0.0453
62 12.4 3.2544 -0.0453
63 12.600000000000001 3.2544 -0.0453
64 12.8 3.1639999999999997 -0.0453
65 13.0 3.2544 -0.0453
66 13.200000000000001 3.2544 -0.0453
67 13.4 3.2544 -0.0453
68 13.600000000000001 3.2091999999999996 -0.0453
69 13.8 3.2544 -0.0453
70 14.0 3.2544 -0.0453
71 14.200000000000001 3.2544 -0.0453
72 14.4 2.7571999999999997 2.718
73 14.600000000000001 2.8476 2.7633
74 14.8 2.7119999999999997 2.6727
75 15.0 2.6668 2.6274
76 15.200000000000001 2.4859999999999998 2.4462
77 15.4 2.8024 2.718
78 15.600000000000001 2.7571999999999997 2.6727
79 15.8 2.7571999999999997 2.6727
80 16.0 2.7119999999999997 2.6727
81 16.2 2.7571999999999997 2.6274
82 16.400000000000002 2.7119999999999997 2.6274
83 16.6 2.7119999999999997 2.6274
84 16.8 2.6668 2.6274
85 17.0 2.7119999999999997 2.6274
86 17.2 2.6668 2.6274
87 17.400000000000002 2.6668 2.5821
88 17.6 2.6668 2.5821
89 17.8 2.6216 2.5821
90 18.0 2.6216 2.5821
91 18.2 2.6216 2.5821
92 18.400000000000002 2.6216 2.5821
93 18.6 2.6216 2.5368
94 18.8 2.6216 2.5368
95 19.0 2.6216 2.5368
96 19.200000000000003 2.6216 2.5368
97 19.400000000000002 2.5764 2.4915
98 19.6 2.5764 2.5368
99 19.8 2.5764 2.4915
100 20.0 2.5764 2.4915
0 0.0 3.2544 -0.0453
1 0.2 3.2544 -0.0453
2 0.4 3.2544 -0.0453
3 0.6000000000000001 3.2544 -0.0453
4 0.8 3.2544 -0.0453
5 1.0 3.2544 -0.0453
6 1.2000000000000002 3.2544 -0.0453
7 1.4000000000000001 3.2544 -0.0453
8 1.6 3.2544 -0.0453
9 1.8 3.2544 -0.0453
10 2.0 3.2544 -0.0453
11 2.2 3.2544 -0.0453
12 2.4000000000000004 3.2544 -0.0453
13 2.6 3.2544 -0.0453
14 2.8000000000000003 3.2544 -0.0453
15 3.0 3.2544 -0.0453
16 3.2 3.2544 -0.0453
17 3.4000000000000004 3.2544 -0.0453
18 3.6 3.2544 -0.0453
19 3.8000000000000003 3.2544 -0.0453
20 4.0 3.2544 -0.0453
21 4.2 3.2544 -0.0453
22 4.4 3.2544 -0.0453
23 4.6000000000000005 3.2544 -0.0453
24 4.800000000000001 3.2544 0.0
25 5.0 3.2544 -0.0453
26 5.2 3.2544 -0.0453
27 5.4 3.2544 -0.0453
28 5.6000000000000005 3.2544 -0.0453
29 5.800000000000001 3.2544 -0.0453
30 6.0 3.2544 -0.0453
31 6.2 3.2544 -0.0453
32 6.4 3.2544 -0.0453
33 6.6000000000000005 3.2544 -0.0453
34 6.800000000000001 3.2544 -0.0453
35 7.0 3.2544 -0.0453
36 7.2 3.2544 -0.0453
37 7.4 3.2544 -0.0453
38 7.6000000000000005 3.2544 -0.0453
39 7.800000000000001 3.2544 -0.0453
40 8.0 3.2544 -0.0453
41 8.200000000000001 3.2544 -0.0453
42 8.4 3.2544 -0.0453
43 8.6 3.2544 -0.0453
44 8.8 3.2091999999999996 -0.0453
45 9.0 3.2544 -0.0453
46 9.200000000000001 3.2091999999999996 -0.0453
47 9.4 3.2544 -0.0453
